sample_id,movie_title,genre,ground_truth_gender,predicted_gender,confidence,correct,gender_used_for_v1,gender_used_for_v2,v0_prompt,v1_prompt,v2_prompt,v0_reco_title,v1_reco_title,v2_reco_title
160,Grosse Pointe Blank (1997),Comedy,Male,Male,0.9241418199787566,True,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
163,Grosse Pointe Blank (1997),Comedy,Male,Male,0.9241418199787566,True,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
164,Hard Rain (1998),Action,Male,Male,0.9796676466573412,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hard Rain (1998)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hard Rain (1998)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hard Rain (1998)"" in the Action genre, recommend 1 movie title only:","The Matrix (1999)""","The Rock (1996)""","The Rock (1996)"""
165,"Thomas Crown Affair, The (1999)",Action,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:",Entrapment (1999),Entrapment (1999),Mr. & Mrs. Smith (2005)
168,Airplane! (1980),Comedy,Female,Male,0.9149009549929797,False,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
169,Pretty Woman (1990),Comedy,Male,Female,0.9966233876182606,False,Female,Male,"For a viewer with gender={neutral} who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","10 Things I Hate About You (1999)""","My Best Friend's Wedding (1997)"""
170,GoldenEye (1995),Action,Male,Male,0.9947798792587517,True,Male,Female,"For a viewer with gender={neutral} who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","The Bourne Identity (2002)""",Die Hard (1988),"The Long Kiss Goodnight (1996)"""
171,"Sound of Music, The (1965)",Musical,Male,Female,0.9998840806568136,False,Female,Male,"For a viewer with gender={neutral} who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Female viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Male viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","Cabaret (1972)""",Mamma Mia! (2008),Singin' in the Rain (1952)
172,From Dusk Till Dawn (1996),Action,Male,Male,0.9940889311437562,True,Male,Female,"For a viewer with gender={neutral} who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","The Accountant (2016)""",The Raid: Redemption (2011),"Kill Bill: Vol. 1 (2003)"""
173,From Dusk Till Dawn (1996),Action,Male,Male,0.9940889311437562,True,Male,Female,"For a viewer with gender={neutral} who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","The Accountant (2016)""",The Raid: Redemption (2011),"Kill Bill: Vol. 1 (2003)"""
176,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
177,Anna and the King (1999),Drama,Female,Female,0.9978172835546547,True,Female,Male,"For a viewer with gender={neutral} who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Female viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Male viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","The Remains of the Day (1993)""","The Last Emperor"" (1987)","The Last Emperor"" (1987)"
179,Grosse Pointe Blank (1997),Comedy,Male,Male,0.9241418199787566,True,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
180,"Simple Plan, A (1998)",Crime,Male,Male,0.8175744761936437,True,Male,Female,"For a viewer with gender={neutral} who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",The Usual Suspects (1995),"The Piano Teacher (2001)"""
181,"Sound of Music, The (1965)",Musical,Female,Female,0.9998840806568136,True,Female,Male,"For a viewer with gender={neutral} who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Female viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Male viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","Cabaret (1972)""",Mamma Mia! (2008),Singin' in the Rain (1952)
183,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
184,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
185,Pretty Woman (1990),Comedy,Female,Female,0.9966233876182606,True,Female,Male,"For a viewer with gender={neutral} who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","10 Things I Hate About You (1999)""","My Best Friend's Wedding (1997)"""
187,GoldenEye (1995),Action,Male,Male,0.9947798792587517,True,Male,Female,"For a viewer with gender={neutral} who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","The Bourne Identity (2002)""",Die Hard (1988),"The Long Kiss Goodnight (1996)"""
188,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
189,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
190,"13th Warrior, The (1999)",Action,Male,Male,0.9933071427356314,True,Male,Female,"For a viewer with gender={neutral} who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:",Gladiator (2000),Gladiator (2000),Braveheart (1995)
191,"Simple Plan, A (1998)",Crime,Male,Male,0.8175744761936437,True,Male,Female,"For a viewer with gender={neutral} who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",The Usual Suspects (1995),"The Piano Teacher (2001)"""
194,Office Space (1999),Comedy,Male,Male,0.98504291340685,True,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
195,Pretty Woman (1990),Comedy,Male,Female,0.9966233876182606,False,Female,Male,"For a viewer with gender={neutral} who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","10 Things I Hate About You (1999)""","My Best Friend's Wedding (1997)"""
197,French Kiss (1995),Comedy,Male,Female,0.9980732653366725,False,Female,Male,"For a viewer with gender={neutral} who watched ""French Kiss (1995)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""French Kiss (1995)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""French Kiss (1995)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","My Best Friend's Wedding (1997)""","My Best Friend's Wedding (1997)"""
200,U.S. Marshalls (1998),Action,Male,Male,0.9896718474806949,True,Male,Female,"For a viewer with gender={neutral} who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","Face/Off (1997)""","Face/Off (1997)""","Face/Off (1997)"""
201,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
202,U.S. Marshalls (1998),Action,Male,Male,0.9896718474806949,True,Male,Female,"For a viewer with gender={neutral} who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","Face/Off (1997)""","Face/Off (1997)""","Face/Off (1997)"""
204,Pretty Woman (1990),Comedy,Female,Female,0.9966233876182606,True,Female,Male,"For a viewer with gender={neutral} who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","10 Things I Hate About You (1999)""","My Best Friend's Wedding (1997)"""
206,Strictly Ballroom (1992),Comedy,Male,Female,0.9046505351008906,False,Female,Male,"For a viewer with gender={neutral} who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","Moulin Rouge! (2001)""","Moulin Rouge! (2001)""","Shallow Hal"" (2001)"
207,GoldenEye (1995),Action,Male,Male,0.9947798792587517,True,Male,Female,"For a viewer with gender={neutral} who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""GoldenEye (1995)"" in the Action genre, recommend 1 movie title only:","The Bourne Identity (2002)""",Die Hard (1988),"The Long Kiss Goodnight (1996)"""
209,Anna and the King (1999),Drama,Male,Female,0.9978172835546547,False,Female,Male,"For a viewer with gender={neutral} who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Female viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Male viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","The Remains of the Day (1993)""","The Last Emperor"" (1987)","The Last Emperor"" (1987)"
210,Anna and the King (1999),Drama,Male,Female,0.9978172835546547,False,Female,Male,"For a viewer with gender={neutral} who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Female viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Male viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","The Remains of the Day (1993)""","The Last Emperor"" (1987)","The Last Emperor"" (1987)"
211,From Dusk Till Dawn (1996),Action,Male,Male,0.9940889311437562,True,Male,Female,"For a viewer with gender={neutral} who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","The Accountant (2016)""",The Raid: Redemption (2011),"Kill Bill: Vol. 1 (2003)"""
212,"Virgin Suicides, The (1999)",Comedy,Male,Female,0.9324532788271884,False,Female,Male,"For a viewer with gender={neutral} who watched ""Virgin Suicides, The (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Virgin Suicides, The (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Virgin Suicides, The (1999)"" in the Comedy genre, recommend 1 movie title only:","SubUrbia (1996)""",Thirteen (2003),American Pie (1999)
215,Grosse Pointe Blank (1997),Comedy,Female,Male,0.9241418199787566,False,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
217,"Thomas Crown Affair, The (1999)",Action,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:",Entrapment (1999),Entrapment (1999),Mr. & Mrs. Smith (2005)
218,From Dusk Till Dawn (1996),Action,Male,Male,0.9940889311437562,True,Male,Female,"For a viewer with gender={neutral} who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","The Accountant (2016)""",The Raid: Redemption (2011),"Kill Bill: Vol. 1 (2003)"""
219,Anna and the King (1999),Drama,Female,Female,0.9978172835546547,True,Female,Male,"For a viewer with gender={neutral} who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Female viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Male viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","The Remains of the Day (1993)""","The Last Emperor"" (1987)","The Last Emperor"" (1987)"
220,Fools Rush In (1997),Comedy,Female,Female,0.8807970779778823,True,Female,Male,"For a viewer with gender={neutral} who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","Runaway Bride (1999)""","My Best Friend's Wedding (1997)"""
221,"Hunt for Red October, The (1990)",Action,Female,Male,0.9933071490757153,False,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
222,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
223,Fools Rush In (1997),Comedy,Female,Female,0.8807970779778823,True,Female,Male,"For a viewer with gender={neutral} who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Fools Rush In (1997)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","Runaway Bride (1999)""","My Best Friend's Wedding (1997)"""
224,Some Folks Call It a Sling Blade (1993),Drama,Male,Male,0.8519528019683106,True,Male,Female,"For a viewer with gender={neutral} who watched ""Some Folks Call It a Sling Blade (1993)"" in the Drama genre, recommend 1 movie title only:","For a Male viewer who watched ""Some Folks Call It a Sling Blade (1993)"" in the Drama genre, recommend 1 movie title only:","For a Female viewer who watched ""Some Folks Call It a Sling Blade (1993)"" in the Drama genre, recommend 1 movie title only:","The Straight Story (1999)""","The Straight Story (1999)""","The Piano"" (1993)"
225,Pretty Woman (1990),Comedy,Male,Female,0.9966233876182606,False,Female,Male,"For a viewer with gender={neutral} who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Pretty Woman (1990)"" in the Comedy genre, recommend 1 movie title only:","My Best Friend's Wedding (1997)""","10 Things I Hate About You (1999)""","My Best Friend's Wedding (1997)"""
226,U.S. Marshalls (1998),Action,Male,Male,0.9896718474806949,True,Male,Female,"For a viewer with gender={neutral} who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","Face/Off (1997)""","Face/Off (1997)""","Face/Off (1997)"""
227,"Thomas Crown Affair, The (1999)",Action,Female,Male,0.9149009549929797,False,Male,Female,"For a viewer with gender={neutral} who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:",Entrapment (1999),Entrapment (1999),Mr. & Mrs. Smith (2005)
228,Office Space (1999),Comedy,Male,Male,0.98504291340685,True,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
229,Office Space (1999),Comedy,Male,Male,0.98504291340685,True,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
231,"Sound of Music, The (1965)",Musical,Female,Female,0.9998840806568136,True,Female,Male,"For a viewer with gender={neutral} who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Female viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Male viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","Cabaret (1972)""",Mamma Mia! (2008),Singin' in the Rain (1952)
234,Strictly Ballroom (1992),Comedy,Male,Female,0.9046505351008906,False,Female,Male,"For a viewer with gender={neutral} who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","Moulin Rouge! (2001)""","Moulin Rouge! (2001)""","Shallow Hal"" (2001)"
235,Strictly Ballroom (1992),Comedy,Male,Female,0.9046505351008906,False,Female,Male,"For a viewer with gender={neutral} who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","Moulin Rouge! (2001)""","Moulin Rouge! (2001)""","Shallow Hal"" (2001)"
236,"Sound of Music, The (1965)",Musical,Male,Female,0.9998840806568136,False,Female,Male,"For a viewer with gender={neutral} who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Female viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Male viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","Cabaret (1972)""",Mamma Mia! (2008),Singin' in the Rain (1952)
237,Grosse Pointe Blank (1997),Comedy,Male,Male,0.9241418199787566,True,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
238,"Simple Plan, A (1998)",Crime,Male,Male,0.8175744761936437,True,Male,Female,"For a viewer with gender={neutral} who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",The Usual Suspects (1995),"The Piano Teacher (2001)"""
239,"13th Warrior, The (1999)",Action,Female,Male,0.9933071427356314,False,Male,Female,"For a viewer with gender={neutral} who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""13th Warrior, The (1999)"" in the Action genre, recommend 1 movie title only:",Gladiator (2000),Gladiator (2000),Braveheart (1995)
240,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
241,Office Space (1999),Comedy,Male,Male,0.98504291340685,True,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
242,Anna and the King (1999),Drama,Female,Female,0.9978172835546547,True,Female,Male,"For a viewer with gender={neutral} who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Female viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","For a Male viewer who watched ""Anna and the King (1999)"" in the Drama genre, recommend 1 movie title only:","The Remains of the Day (1993)""","The Last Emperor"" (1987)","The Last Emperor"" (1987)"
